"id","user_id","1c_id","1cuser_id","type_order_id","type_client_id","client_name","user_company","phone","delivery_town","delivery_street","delivery_house","delivery_house_block","delivery_office","type_payment_id","company_full","edrpou","inn","code_index","region","area","city","street","house","house_block","office","comment","status_id","created_at","updated_at"
"7","15","NULL","NULL","2","0","","NULL","80674653421","","","0","","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","123","1","2017-04-07 19:25:31","2017-04-07 19:25:31"
"8","15","NULL","NULL","1","1","","Konkova","80674653421","","","0","","0","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","","1","2017-04-07 19:34:27","2017-04-07 19:34:27"
"9","15","NULL","NULL","1","0","","АСУ","80674653421","","","0","","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","","1","2017-04-07 19:35:02","2017-04-07 19:35:02"
"10","15","NULL","NULL","1","1","","","80674653421","","","0","","0","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","","1","2017-04-07 19:36:30","2017-04-07 19:36:30"
"11","15","NULL","NULL","1","0","","АСУ","80674653421","","","0","","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","","1","2017-04-07 19:58:08","2017-04-07 19:58:08"
"12","15","NULL","NULL","1","1","","АСУ","80674653421","","","0","","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","test all order","1","2017-04-07 19:58:46","2017-04-07 19:58:46"
"13","15","NULL","NULL","1","1","","АСУ","80674653421","","","0","","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","54351435","1","2017-04-07 20:02:31","2017-04-07 20:02:31"
"14","15","NULL","NULL","1","1","","АСУ","80674653421","","","0","","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","","1","2017-04-07 20:10:24","2017-04-07 20:10:24"
"15","15","1234567","NULL","1","1","TESTИванов","АСУ","80674653421","","","0","","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","","1","2017-04-07 20:11:58","2017-04-07 20:11:58"
"16","15","1234516","NULL","1","0","TESTИванов  Иван Иванович","АСУ","80674653421","","","0","","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","","1","2017-04-07 22:20:06","2017-04-07 22:20:06"
